,,SYS_MS,MAKE_CAN_ID(HEX),DATA(HEX)
RX,Exd,1428964129,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1428974061,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428990378,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429024059,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429040436,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429074067,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429090358,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429124539,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429125122,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1429131186,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1429140420,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429144755,1CEB56F4,01 53 19 17 0C 52 21 41 
RX,Exd,1429154596,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1429156593,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1429174078,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429214163,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1429224067,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429240405,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429274278,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429290407,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429324077,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429340410,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429374093,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429375134,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1429380421,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1429394859,1CEB56F4,01 53 19 17 0C 52 21 41 
RX,Exd,1429404561,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1429405389,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1429424607,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429440421,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1429464773,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1429465386,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1429474085,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429490343,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429505282,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1429514212,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1429526775,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429528687,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1429534270,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1429540435,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429575171,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429590422,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429624099,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429624688,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1429640371,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429674099,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429692733,1812F456,5A 19 00 0C 00 00 FD 00 
TX,Exd,110930,0101FFEE,5E 0B 01 01 01 01 01 01 
TX,Exd,110932,0102FFEE,5E 0C 01 01 01 01 01 01 
RX,Exd,1429714203,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1429724108,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429740420,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429774124,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429790890,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429824139,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429840405,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1429874657,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1429875891,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1429880390,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1429894272,1CEB56F4,01 53 19 17 0C 52 31 41 
RX,Exd,1429904604,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1429905450,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1429924129,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430024624,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430041015,1812F456,5A 19 00 0C 00 00 FD 00 
RX,Exd,1430074131,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430090342,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430124327,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430124889,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1430140967,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430174156,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430190375,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430214235,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1430224143,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430240344,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430274146,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430290359,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430324155,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430340984,1812F456,5B 19 00 0C 00 00 FD 00 
RX,Exd,1430374156,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430374734,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1430424161,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430441014,1812F456,5B 19 00 0C 00 00 FD 00 
TX,Exd,111683,0101FFEE,59 0C 01 01 01 01 01 01 
TX,Exd,111685,0102FFEE,59 0D 01 01 01 01 01 01 
RX,Exd,1430464248,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1430474159,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430490406,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430504719,18F1D0F3,A9 0E 00 95 0B 00 02 00 
RX,Exd,1430505255,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1430514327,18F2D0F3,62 01 00 06 00 00 00 00 
RX,Exd,1430514867,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1430524171,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430524744,18F3D0F3,3E 0D 00 00 00 00 00 00 
RX,Exd,1430525319,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1430534316,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1430541991,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430574172,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430590745,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430624176,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430624746,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1430640376,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430674175,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430690391,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430714281,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1430724186,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430740975,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430774190,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430790375,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430824182,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430874189,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430874757,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1430890345,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1430924207,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1430964280,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1430974202,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431024420,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431074207,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431124219,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431124780,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1431140391,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1431174217,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,112435,0101FFEE,58 0D 01 01 01 01 01 01 
TX,Exd,112437,0102FFEE,58 0E 01 01 01 01 01 01 
RX,Exd,1431214363,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1431224212,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431240570,1812F456,5B 19 01 0C 00 00 FD 00 
RX,Exd,1431274219,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431324234,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431374233,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431374811,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1431424226,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431440354,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431464318,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1431474233,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431492290,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431504842,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1431514363,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1431524249,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431524811,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1431534385,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1431540984,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431574249,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431624241,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431624816,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1431674250,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431714353,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1431724264,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431740952,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431774261,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431790921,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431824255,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431874265,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431874834,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1431881044,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1431890345,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1431894422,1CEB56F4,01 56 19 18 0C 52 31 41 
RX,Exd,1431904780,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1431905392,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1431924281,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,113187,0101FFEE,5B 0E 01 01 01 01 01 01 
TX,Exd,113189,0102FFEE,5B 0F 01 01 01 01 01 01 
RX,Exd,1431964359,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1431974278,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1431990617,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432024270,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432040952,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432074280,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432124295,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432124858,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1432174291,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432214391,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1432224289,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432240345,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432274297,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432291296,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432324311,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432340345,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432374307,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432374875,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1432390380,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432424304,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432440944,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432464397,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1432474312,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432490369,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432504874,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1432514441,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1432524327,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432524890,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1432534459,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1432574321,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432624316,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432624894,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1432640791,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432674328,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,113940,0101FFEE,5A 0F 01 01 01 01 01 01 
RX,Exd,1432714433,181356F4,22 50 02 4E 03 00 D0 00 
TX,Exd,113942,0102FFEE,5A 00 01 01 01 01 01 01 
RX,Exd,1432724342,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432774337,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432790952,1812F456,5C 19 01 0C 00 00 FD 00 
RX,Exd,1432824333,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432874343,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432874908,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1432890377,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1432924359,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432940389,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1432964437,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1432974353,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1432990333,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433024349,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433040332,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433074358,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433124374,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433124938,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1433141035,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433174842,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433190310,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433224361,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433240905,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433274374,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433290876,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433326051,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433340633,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433374853,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433378600,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1433380358,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1433392030,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433394536,1CEB56F4,01 57 19 17 0C 52 31 41 
RX,Exd,1433404857,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1433424849,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433440921,1812F456,5D 19 01 0C 00 00 FD 00 
TX,Exd,114693,0101FFEE,55 00 01 01 01 01 01 01 
TX,Exd,114695,0102FFEE,55 01 01 01 01 01 01 01 
RX,Exd,1433465346,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1433474390,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433490311,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433504981,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1433515083,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1433525438,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433526051,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1433535826,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1433540327,1812F456,5D 19 01 0C 00 00 FD 00 
RX,Exd,1433574398,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433592562,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433624935,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433626828,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1433645156,1CEB56F4,01 57 19 18 0C 52 31 41 
RX,Exd,1433654703,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1433655399,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1433674406,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433692530,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433714504,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1433724405,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433740311,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433774412,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433790309,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433824405,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433840928,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433876447,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433877046,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1433880336,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1433894577,1CEB56F4,01 58 19 17 0C 52 31 41 
RX,Exd,1433906249,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1433924438,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433940327,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1433964521,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1433974426,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1433990352,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434024468,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434040968,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434074469,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434090374,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434124458,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434125061,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1434130384,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1434140307,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434145195,1CEB56F4,01 58 19 19 0C 52 71 41 
RX,Exd,1434155906,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1434160405,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1434174990,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434190311,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434215155,181356F4,17 50 02 4E 03 00 D0 00 
TX,Exd,115446,0101FFEE,54 01 01 01 01 01 01 01 
TX,Exd,115448,0102FFEE,54 02 01 01 01 01 01 01 
RX,Exd,1434225423,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434240329,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434290694,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434324468,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434340968,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434374461,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434375030,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1434390702,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434424458,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434440295,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434464552,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1434474467,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434490285,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434505062,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1434514593,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1434524483,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434525053,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1434534610,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1434540309,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434574476,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434590906,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434624472,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434625040,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1434630821,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1434640359,1812F456,5E 19 01 0C 00 00 FD 00 
RX,Exd,1434644607,1CEB56F4,01 58 19 19 0C 52 21 41 
RX,Exd,1434654632,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1434655359,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1434674483,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434714584,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1434724485,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434740296,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1434774497,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434790321,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1434824488,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434840723,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1434874500,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434875061,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1434924502,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434940314,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1434964593,181356F4,22 50 02 4E 03 00 D0 00 
TX,Exd,116199,0101FFEE,57 02 01 01 01 01 01 01 
TX,Exd,116201,0102FFEE,57 03 01 01 01 01 01 01 
RX,Exd,1434974509,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1434990310,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1435024499,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435040347,1812F456,5F 19 01 0C 00 00 FD 00 
RX,Exd,1435074540,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435090358,1812F456,5F 19 02 0C 00 00 FD 00 
RX,Exd,1435124535,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435125103,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1435140730,1812F456,5F 19 02 0C 00 00 FD 00 
RX,Exd,1435174545,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435190296,1812F456,5F 19 02 0C 00 00 FD 00 
RX,Exd,1435214624,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1435224522,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435240319,1812F456,5F 19 02 0C 00 00 FD 00 
RX,Exd,1435274530,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435290328,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435324531,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435340324,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435374539,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435375107,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1435381033,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1435390314,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435394680,1CEB56F4,01 59 19 17 0C 52 31 41 
RX,Exd,1435405031,1CEB56F4,02 69 00 FF FF FF FF FF 
RX,Exd,1435424532,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435440937,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435464629,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1435474546,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435490296,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435505161,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1435514670,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1435524543,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435525124,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1435534693,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1435540322,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435574552,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435590990,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435624546,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435625114,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1435640295,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435674561,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435690968,1812F456,60 19 02 0C 00 00 FD 00 
TX,Exd,116951,0101FFEE,56 03 01 01 01 01 01 01 
RX,Exd,1435714649,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1435724559,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,116953,0102FFEE,56 04 01 01 01 01 01 01 
RX,Exd,1435740281,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435774566,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435790926,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435824562,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435841843,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435874577,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435875146,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1435924574,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1435940879,1812F456,60 19 02 0C 00 00 FD 00 
RX,Exd,1435964671,181356F4,23 50 02 4E 03 00 D0 00 
