,,SYS_MS,MAKE_CAN_ID(HEX),DATA(HEX)
RX,Exd,1416341718,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416373111,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416373706,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1416375541,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1416383222,1CEB56F4,01 3D 19 02 0C 50 31 41 
RX,Exd,1416391124,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416393302,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1416423113,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416441140,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416463225,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1416473116,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416491081,1812F456,43 19 F6 0B 00 00 FD 00 
RX,Exd,1416503670,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1416513236,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1416523124,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416523733,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1416533269,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1416540514,1812F456,43 19 F6 0B 00 00 FD 00 
RX,Exd,1416573124,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416590530,1812F456,43 19 F7 0B 00 00 FD 00 
RX,Exd,1416623118,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416623697,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1416625593,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1416633280,1CEB56F4,01 3E 19 04 0C 50 21 41 
RX,Exd,1416641138,1812F456,43 19 F7 0B 00 00 FD 00 
RX,Exd,1416643292,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1416673128,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416691171,1812F456,44 19 F8 0B 00 00 FD 00 
RX,Exd,1416713235,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1416723139,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416741103,1812F456,44 19 F8 0B 00 00 FD 00 
RX,Exd,1416773141,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416790499,1812F456,44 19 F8 0B 00 00 FD 00 
RX,Exd,1416823133,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416841107,1812F456,44 19 F8 0B 00 00 FD 00 
RX,Exd,1416873143,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416873711,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1416890514,1812F456,44 19 F9 0B 00 00 FD 00 
TX,Exd,98131,0101FFEE,5F 0A 01 01 01 01 01 01 
TX,Exd,98133,0102FFEE,5F 0B 01 01 01 01 01 01 
RX,Exd,1416923155,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416940499,1812F456,44 19 F9 0B 00 00 FD 00 
RX,Exd,1416963233,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1416973154,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416990535,1812F456,44 19 F9 0B 00 00 FD 00 
RX,Exd,1417023148,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417041162,1812F456,44 19 F9 0B 00 00 FD 00 
RX,Exd,1417073156,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417090571,1812F456,45 19 F9 0B 00 00 FD 00 
RX,Exd,1417123172,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417123733,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1417140490,1812F456,45 19 F9 0B 00 00 FD 00 
RX,Exd,1417173168,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417190509,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417213266,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1417223164,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417240545,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417273171,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417290548,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417323186,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417341187,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417373186,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417373765,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1417391155,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417423178,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417441144,1812F456,46 19 FA 0B 00 00 FD 00 
RX,Exd,1417463271,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1417473189,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417490530,1812F456,47 19 FA 0B 00 00 FD 00 
RX,Exd,1417503796,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1417513316,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1417523202,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417523765,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1417533338,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1417540510,1812F456,47 19 FA 0B 00 00 FD 00 
RX,Exd,1417573201,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417591088,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417623195,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417623770,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1417625951,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1417633339,1CEB56F4,01 41 19 08 0C 51 31 41 
RX,Exd,1417640504,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417643364,1CEB56F4,02 78 00 FF FF FF FF FF 
TX,Exd,98884,0101FFEE,5E 0B 01 01 01 01 01 01 
TX,Exd,98886,0102FFEE,5E 0C 01 01 01 01 01 01 
RX,Exd,1417673203,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417690481,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417713311,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1417723224,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417740546,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417773233,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417790508,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417823208,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417840567,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417873223,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417873783,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1417890515,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417923233,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1417941048,1812F456,47 19 FB 0B 00 00 FD 00 
RX,Exd,1417963311,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1417973229,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418023226,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418041228,1812F456,48 19 FB 0B 00 00 FD 00 
RX,Exd,1418073234,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418090561,1812F456,48 19 FB 0B 00 00 FD 00 
RX,Exd,1418124702,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418128784,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1418130561,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1418141066,1812F456,48 19 FB 0B 00 00 FD 00 
RX,Exd,1418144390,1CEB56F4,01 42 19 08 0C 51 71 41 
RX,Exd,1418153392,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1418155549,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1418173245,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418190471,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418213952,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1418223256,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418240558,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418274011,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418291174,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418323266,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418340514,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418373261,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418374481,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1418390530,1812F456,49 19 FC 0B 00 00 FD 00 
TX,Exd,99637,0101FFEE,59 0C 01 01 01 01 01 01 
TX,Exd,99639,0102FFEE,59 0D 01 01 01 01 01 01 
RX,Exd,1418423252,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418440498,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418463936,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1418473265,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418490493,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418503881,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1418513999,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1418523266,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418524499,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1418533409,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1418540517,1812F456,49 19 FC 0B 00 00 FD 00 
RX,Exd,1418573792,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418590669,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418623287,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418623877,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1418641125,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418673280,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418690533,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418713386,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1418723295,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418741117,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418773311,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418790515,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418823284,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418840537,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418873296,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418873905,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1418891536,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418923298,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418940561,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1418963961,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1418973304,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1418990495,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1419023297,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419041563,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1419073311,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419090536,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1419123310,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419123900,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1419125578,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1419133437,1CEB56F4,01 44 19 07 0C 51 71 41 
RX,Exd,1419140467,1812F456,4A 19 FC 0B 00 00 FD 00 
RX,Exd,1419143483,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1419145545,1CECF456,13 09 00 02 FF 00 11 00 
TX,Exd,100389,0101FFEE,58 0D 01 01 01 01 01 01 
TX,Exd,100391,0102FFEE,58 0E 01 01 01 01 01 01 
RX,Exd,1419173321,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419190523,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419213421,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1419223317,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419241102,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419273848,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419290539,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419323327,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419340499,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419373830,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419374438,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1419390490,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419423328,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419440465,1812F456,4B 19 FD 0B 00 00 FD 00 
RX,Exd,1419464015,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1419473859,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419490478,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419503883,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1419513468,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1419523849,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419525079,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1419534111,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1419540500,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419573775,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419591688,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419623344,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419641135,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419673358,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419690543,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419713463,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1419723356,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419740484,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419773839,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419791109,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419823360,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419841155,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419873374,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419873937,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1419891079,1812F456,4C 19 FD 0B 00 00 FD 00 
TX,Exd,101142,0101FFEE,5B 0E 01 01 01 01 01 01 
TX,Exd,101144,0102FFEE,5B 0F 01 01 01 01 01 01 
RX,Exd,1419923372,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419941113,1812F456,4C 19 FD 0B 00 00 FD 00 
RX,Exd,1419963469,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1419973802,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1419990450,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420023798,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420040483,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420073389,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420090499,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420123874,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420124609,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1420140515,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420173393,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420191113,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420213499,181356F4,16 50 02 4E 03 00 D0 00 
RX,Exd,1420223390,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420240462,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420273873,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420290467,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420323402,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420340885,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420373907,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420374491,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1420391082,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420423405,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420440515,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420464075,181356F4,16 50 02 4E 03 00 D0 00 
RX,Exd,1420473420,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420490483,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420504593,18F1D0F3,A8 0E 00 95 0B 00 01 00 
RX,Exd,1420505724,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1420513571,18F2D0F3,62 01 00 06 00 00 00 00 
RX,Exd,1420514682,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1420523417,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420524280,18F3D0F3,3D 0D 00 00 00 00 00 00 
RX,Exd,1420524844,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1420533562,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1420541577,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420573898,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420590454,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420623421,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420623986,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1420625557,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1420634108,1CEB56F4,01 47 19 0F 0C 51 21 41 
RX,Exd,1420640530,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420643581,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1420645501,1CECF456,13 09 00 02 FF 00 11 00 
TX,Exd,101895,0101FFEE,5A 0F 01 01 01 01 01 01 
TX,Exd,101897,0102FFEE,5A 00 01 01 01 01 01 01 
RX,Exd,1420675991,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420690461,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420713538,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1420723431,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420740469,1812F456,4D 19 FD 0B 00 00 FD 00 
RX,Exd,1420773431,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420791093,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1420823437,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420841603,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1420873452,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420874014,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1420876190,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1420883555,1CEB56F4,01 48 19 0F 0C 51 21 41 
RX,Exd,1420893148,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1420893735,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1420923445,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420941066,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1420963546,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1420973447,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1420990507,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421023452,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421040515,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421073468,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421090530,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421123464,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421124032,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1421141674,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421142264,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421173463,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421190515,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421213578,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1421223467,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421240483,1812F456,4E 19 FE 0B 00 00 FD 00 
RX,Exd,1421273483,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421290461,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1421323504,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421340472,1812F456,4E 19 FD 0B 00 00 FD 00 
RX,Exd,1421373515,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421374082,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1421375549,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1421383619,1CEB56F4,01 48 19 10 0C 51 31 41 
RX,Exd,1421391609,1812F456,4F 19 FD 0B 00 00 FD 00 
RX,Exd,1421393692,1CEB56F4,02 78 00 FF FF FF FF FF 
TX,Exd,102648,0101FFEE,55 00 01 01 01 01 01 01 
TX,Exd,102650,0102FFEE,55 01 01 01 01 01 01 01 
RX,Exd,1421423515,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421440476,1812F456,4F 19 FD 0B 00 00 FD 00 
RX,Exd,1421463569,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1421473499,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421490468,1812F456,4F 19 FD 0B 00 00 FD 00 
RX,Exd,1421504278,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1421513624,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1421523494,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421524077,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1421533639,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1421540952,1812F456,4F 19 FD 0B 00 00 FD 00 
RX,Exd,1421573505,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421590457,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421623499,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421624067,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1421640468,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421673515,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421690485,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421713604,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1421723512,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421741671,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421773518,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421790818,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421823515,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421840972,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421873530,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421874092,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1421923528,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421941145,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1421964724,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1421973536,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1421991006,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1422023531,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422040947,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1422074511,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422090492,1812F456,4F 19 FE 0B 00 00 FD 00 
TX,Exd,103401,0101FFEE,54 01 01 01 01 01 01 01 
TX,Exd,103403,0102FFEE,54 02 01 01 01 01 01 01 
RX,Exd,1422123563,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422127902,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1422131132,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1422141009,1812F456,4F 19 FE 0B 00 00 FD 00 
RX,Exd,1422143670,1CEB56F4,01 4A 19 12 0C 51 21 41 
RX,Exd,1422153703,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1422155463,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1422173538,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422190499,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422213655,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1422223546,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422240514,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422274078,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422290437,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422324729,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422341014,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422373600,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422374811,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1422390452,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422423562,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422440511,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422463642,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1422473584,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422490438,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422504522,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1422513702,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1422523571,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422524164,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1422533717,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1422540452,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422573572,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422590459,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422623582,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422624187,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1422625827,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1422633702,1CEB56F4,01 4A 19 16 0C 51 21 41 
RX,Exd,1422640457,1812F456,50 19 FE 0B 00 00 FD 00 
